"location","location2","location3","location4","lat_OSM","lon_OSM"
"1 of the 13 Colonies","1 of the 13 Colonies","1 of the 13 Colonies","1 of the 13 Colonies",,
"alaska","alaska","alaska","alaska",64.4459613,-149.680909
"Jedburgh, Scotland","Jedburgh, Scotland","Jedburgh  Scotland","Jedburgh  Scotland",55.4776435,-2.5553768
"I know NOW  were are you","I know NOW  were are you","I know NOW  were are you","I know NOW  were are you",,
"Parbhani Maharashtra","Parbhani Maharashtra","Parbhani Maharashtra","Parbhani Maharashtra",19.29031365,76.602903434312
"Ibadan, Nigeria","Ibadan, Nigeria","Ibadan  Nigeria","Ibadan  Nigeria",7.3777462,3.8972497
"Ranipur, India","Ranipur, India","Ranipur  India","Ranipur  India",25.2512395,79.0630906
"Tuscaloosa, AL","Tuscaloosa, AL","Tuscaloosa  AL","Tuscaloosa  AL",33.490251,-86.859181
"Monroeville, PA","Monroeville, PA","Monroeville  PA","Monroeville  PA",40.4211798,-79.7881025
"Ceded Laurentide Icesheet Land","Ceded Laurentide Icesheet Land","Ceded Laurentide Icesheet Land","Ceded Laurentide Icesheet Land",,
"Stretford End","Stretford End","Stretford End","Stretford End",53.46241585,-2.29385131617504
"Noida, India","Noida, India","Noida  India","Noida  India",28.5726442,77.3547609
"Wyoming, USA","Wyoming, USA","Wyoming  USA","Wyoming  USA",43.1700264,-107.5685348
"Patna, India","Patna, India","Patna  India","Patna  India",25.6093239,85.1235252
"South West London","South West London","South West London","South West London",51.5073219,-0.1276474
"H<U+1ED3> Chí Minh, Vi<U+1EC7>t Nam","Ht Nam","Ht Nam","Ht Nam",20.9766533,105.7827361
"The Other Side of everything","The Other Side of everything","The Other Side of everything","The Other Side of everything",,
"Exceptional Land <U+0001F1FA><U+0001F1F8>
","Exceptional Land 
","Exceptional Land 
","Exceptional Land",39.0030887,-75.8860302
"Hilton Head Island, SC","Hilton Head Island, SC","Hilton Head Island  SC","Hilton Head Island  SC",32.1618488,-80.7512616
"OH-IO ","OH-IO ","OH IO ","OH IO",48.7846331,13.2073675
"Waltham, MA","Waltham, MA","Waltham  MA","Waltham  MA",42.3756401,-71.2358004
"Bengaluru, India","Bengaluru, India","Bengaluru  India","Bengaluru  India",12.9791198,77.5912997
"Antigua and Barbuda","Antigua and Barbuda","Antigua and Barbuda","Antigua and Barbuda",17.2234721,-61.9554608
"Simpsonville, SC","Simpsonville, SC","Simpsonville  SC","Simpsonville  SC",34.7370639,-82.2542834
"Elk Grove, Golden State","Elk Grove, Golden State","Elk Grove  Golden State","Elk Grove  Golden State",,
"Northport, NY","Northport, NY","Northport  NY","Northport  NY",40.9040576,-73.3420169301887
"Dehri, Rohtas, Bihar, India.","Dehri, Rohtas, Bihar, India.","Dehri  Rohtas  Bihar  India ","Dehri  Rohtas  Bihar  India",24.9258862,84.1728723154947
"Bhubaneshwar, India","Bhubaneshwar, India","Bhubaneshwar  India","Bhubaneshwar  India",20.2602939,85.8394548
"F.C.T. Abuja","F.C.T. Abuja","F C T  Abuja","F C T  Abuja",,
"Loading... ","Loading... ","Loading    ","Loading",-37.9769218,145.2579632
"Chicago,IL 60643","Chicago,IL 60643","Chicago IL 60643","Chicago IL 60643",41.721182541565,-87.6680205083068
"Indiana, USA","Indiana, USA","Indiana  USA","Indiana  USA",40.3270127,-86.1746933
"Maine, USA","Maine, USA","Maine  USA","Maine  USA",45.709097,-68.8590201
"Markham, Ontario","Markham, Ontario","Markham  Ontario","Markham  Ontario",43.854336,-79.326782
"Southeastern, FL","Southeastern, FL","Southeastern  FL","Southeastern  FL",28.03048365,-81.9180090568773
"Hackney, London","Hackney, London","Hackney  London","Hackney  London",51.5432402,-0.0493621
"Honeymoon Avenue | Nashville<U+0001F4CD>","Honeymoon Avenue | Nashville","Honeymoon Avenue | Nashville","Honeymoon Avenue | Nashville",,
"Gulf City, TX","Gulf City, TX","Gulf City  TX","Gulf City  TX",27.7043164,-82.4612571
"Dubai","Dubai","Dubai","Dubai",25.0659637,55.1713403
"In motion","In motion","In motion","In motion",51.1017792,17.1091034
"Glasgow, Scotland","Glasgow, Scotland","Glasgow  Scotland","Glasgow  Scotland",55.8609825,-4.2488787
"Hidden cabin in far Northwoods","Hidden cabin in far Northwoods","Hidden cabin in far Northwoods","Hidden cabin in far Northwoods",,
"Inchea","Inchea","Inchea","Inchea",,
"Italy","Italy","Italy","Italy",42.6384261,12.674297
", Colorado, US",", Colorado, US","  Colorado  US","Colorado  US",38.7251776,-105.6077167
"Indiana's 9th District","Indiana's 9th District","Indiana s 9th District","Indiana s 9th District",,
"Ashburn, VA","Ashburn, VA","Ashburn  VA","Ashburn  VA",39.0437192,-77.4874899
"Bengaluru South, India","Bengaluru South, India","Bengaluru South  India","Bengaluru South  India",6.1953659,-74.0872455
"Great Britain","Great Britain","Great Britain","Great Britain",54.31536155,-1.91802349480124
"Taipei City, Taiwan","Taipei City, Taiwan","Taipei City  Taiwan","Taipei City  Taiwan",25.0375198,121.5636796
"Your mom's down comforter","Your mom's down comforter","Your mom s down comforter","Your mom s down comforter",,
"Hausen bei Würzburg, Deutschla","Hausen bei Würzburg, Deutschla","Hausen bei Würzburg  Deutschla","Hausen bei Würzburg  Deutschla",,
"Montréal, Québec","Montréal, Québec","Montréal  Québec","Montréal  Québec",45.4972159,-73.6103642
"Haiti","Haiti","Haiti","Haiti",19.1399952,-72.3570972
"Alberta, Canada","Alberta, Canada","Alberta  Canada","Alberta  Canada",55.001251,-115.002136
"Armenia","Armenia","Armenia","Armenia",40.7696272,44.6736646
"925 N. Jerome St.Allentown, PA","925 N. Jerome St.Allentown, PA","925 N  Jerome St Allentown  PA","925 N  Jerome St Allentown  PA",40.6245257346939,-75.4404345510204
"HELLCITY, BULLYSTATE USA  :(  ","HELLCITY, BULLYSTATE USA  :(  ","HELLCITY  BULLYSTATE USA      ","HELLCITY  BULLYSTATE USA",,
"Passing through. Each day closer to Home","Passing through. Each day closer to Home","Passing through  Each day closer to Home","Passing through  Each day closer to Home",,
"Apache Junction, AZ","Apache Junction, AZ","Apache Junction  AZ","Apache Junction  AZ",33.4150485,-111.5495777
"BretOwenBulldogNeidhartDH","BretOwenBulldogNeidhartDH","BretOwenBulldogNeidhartDH","BretOwenBulldogNeidhartDH",,
"Portland, OR","Portland, OR","Portland  OR","Portland  OR",45.5202471,-122.6741949
"she/her | 21","she/her | 21","she her | 21","she her | 21",,
"Chantilly, VA","Chantilly, VA","Chantilly  VA","Chantilly  VA",38.8941543,-77.4311513
"Rowland Heights, CA","Rowland Heights, CA","Rowland Heights  CA","Rowland Heights  CA",33.9761238,-117.9053395
"Omaha, NE.","Omaha, NE.","Omaha  NE ","Omaha  NE",41.2587459,-95.9383758
"Hermosa Beach","Hermosa Beach","Hermosa Beach","Hermosa Beach",33.86428,-118.39591
"Belleview, FL","Belleview, FL","Belleview  FL","Belleview  FL",29.0552578,-82.0623105
"IL USA","IL USA","IL USA","IL USA",39.7837304,-100.4458825
"Potslyvania","Potslyvania","Potslyvania","Potslyvania",,
" FEMA2"," FEMA2"," FEMA2","FEMA2",,
"Lodi (ca)","Lodi (ca)","Lodi  ca ","Lodi  ca",45.2232055,-75.0073385
"Jersey","Jersey","Jersey","Jersey",49.21230655,-2.12559995964288
"Quadrante A, Via Láctea","Quadrante A, Via Láctea","Quadrante A  Via Láctea","Quadrante A  Via Láctea",,
"Garland, TX","Garland, TX","Garland  TX","Garland  TX",32.912624,-96.6388833
"LV USA","LV USA","LV USA","LV USA",39.2147095,-95.0620347
"49.272629,-0.257865","49.272629,-0.257865","49 272629  0 257865","49 272629  0 257865",,
"iPhone: 37.311863,-121.890198","iPhone: 37.311863,-121.890198","iPhone  37 311863  121 890198","iPhone  37 311863  121 890198",,
"SoCal","SoCal","SoCal","SoCal",-24.3998924,-47.7125224
"Saskatoon, Saskatchewan","Saskatoon, Saskatchewan","Saskatoon  Saskatchewan","Saskatoon  Saskatchewan",52.131802,-106.660767
"The Land Of The Free","The Land Of The Free","The Land Of The Free","The Land Of The Free",42.038635,41.7360022
"CIN<U+2198><U+FE0F>LEX<U+2197><U+FE0F>CIN","CINCIN","CINCIN","CINCIN",37.7315642,27.7540934
"South Texas","South Texas","South Texas","South Texas",28.7048064,-100.4815063
"Vienna, Austria","Vienna, Austria","Vienna  Austria","Vienna  Austria",48.2083537,16.3725042
"A Place Liberals Don't Go","A Place Liberals Don't Go","A Place Liberals Don t Go","A Place Liberals Don t Go",,
"ISTANBUL","ISTANBUL","ISTANBUL","ISTANBUL",41.0096334,28.9651646
"Kurnool","Kurnool","Kurnool","Kurnool",15.8309251,78.0425373
"Ask the NSA","Ask the NSA","Ask the NSA","Ask the NSA",,
"Northern California Transplant","Northern California Transplant","Northern California Transplant","Northern California Transplant",,
"Tipton  England","Tipton  England","Tipton  England","Tipton  England",52.5290396,-2.0693747
" Dorset, Ireland, Colorado. "," Dorset, Ireland, Colorado. "," Dorset  Ireland  Colorado  ","Dorset  Ireland  Colorado",,
"Bangkok, Milan, Kuala Lumpur ","Bangkok, Milan, Kuala Lumpur ","Bangkok  Milan  Kuala Lumpur ","Bangkok  Milan  Kuala Lumpur",,
"Albuquerque, NM","Albuquerque, NM","Albuquerque  NM","Albuquerque  NM",35.0841034,-106.6509851
"Otown","Otown","Otown","Otown",45.3240229,-75.7226269
"Sverige","Sverige","Sverige","Sverige",59.6749712,14.5208584
"Oakville, Ontario","Oakville, Ontario","Oakville  Ontario","Oakville  Ontario",43.447436,-79.666672
"NJ/NY","NJ/NY","NJ NY","NJ NY",40.7588352,-73.9999574
"<U+6DE1><U+9053><U+4E4B><U+7A42><U+4E4B><U+72ED><U+5225><U+5CF6>,<U+5175><U+5EAB><U+7E23>,<U+65E5><U+672C><U+570B>|Hyogo , Japan","|Hyogo , Japan","|Hyogo   Japan","|Hyogo   Japan",34.6677915,135.1641816
"Rhineland-Palatinate, Germany","Rhineland-Palatinate, Germany","Rhineland Palatinate  Germany","Rhineland Palatinate  Germany",49.9531599,7.310646
"London, Ontario, Canada","London, Ontario, Canada","London  Ontario  Canada","London  Ontario  Canada",42.9836747,-81.2496068
"MARS","MARS","MARS","MARS",45.022172,4.3221548
"Orlando, FL.","Orlando, FL.","Orlando  FL ","Orlando  FL",28.5479786,-81.4127841856302
"Baku, Azerbaijan","Baku, Azerbaijan","Baku  Azerbaijan","Baku  Azerbaijan",40.3754434,49.8326748
"Stoughton, MA","Stoughton, MA","Stoughton  MA","Stoughton  MA",42.1250995,-71.1022712
"Genesis Block","Genesis Block","Genesis Block","Genesis Block",22.2782524,114.1768928
"Den Haag, Zuid-Holland, Nederl","Den Haag, Zuid-Holland, Nederl","Den Haag  Zuid Holland  Nederl","Den Haag  Zuid Holland  Nederl",,
"Cebu Philippines","Cebu Philippines","Cebu Philippines","Cebu Philippines",10.45,123.84
"Boca Raton, Florida","Boca Raton, Florida","Boca Raton  Florida","Boca Raton  Florida",26.3586885,-80.0830984
"University of Surrey","University of Surrey","University of Surrey","University of Surrey",51.24303255,-0.590013824660236
"Denver & Points North","Denver & Points North","Denver   Points North","Denver   Points North",34.9648388,-82.4192871
"Alaska, USA","Alaska, USA","Alaska  USA","Alaska  USA",60.55580205,-151.248587335914
"Perth, Western Australia","Perth, Western Australia","Perth  Western Australia","Perth  Western Australia",-31.9527121,115.8604796
"Sydney","Sydney","Sydney","Sydney",-33.8548157,151.2164539
"Classified ","Classified ","Classified ","Classified",22.2799801,114.1924962
"Auckland, New Zealand","Auckland, New Zealand","Auckland  New Zealand","Auckland  New Zealand",-36.852095,174.7631803
"Salt Spring Island, BC, Canada","Salt Spring Island, BC, Canada","Salt Spring Island  BC  Canada","Salt Spring Island  BC  Canada",48.8296672,-123.515161398914
"Bumblefuck, Egypt","Bumblefuck, Egypt","Bumblefuck  Egypt","Bumblefuck  Egypt",,
"Guantanamo ","Guantanamo ","Guantanamo ","Guantanamo",20.1431797,-75.2034783
"The Beach","The Beach","The Beach","The Beach",43.6710244,-79.296712
"The Money Store","The Money Store","The Money Store","The Money Store",51.484345,-0.093591
"BHUBANESWAR","BHUBANESWAR","BHUBANESWAR","BHUBANESWAR",20.2667774,85.8435592
"Twitter Hours: Capricious","Twitter Hours: Capricious","Twitter Hours  Capricious","Twitter Hours  Capricious",,
"Camera Obscura","Camera Obscura","Camera Obscura","Camera Obscura",37.77826555,-122.514222136083
"Texas ","Texas ","Texas ","Texas",31.8160381,-99.5120986
"FL, USA","FL, USA","FL  USA","FL  USA",27.7567667,-81.4639835
"Sydney, Australia","Sydney, Australia","Sydney  Australia","Sydney  Australia",-33.8548157,151.2164539
"UNITED STATES MINUTEMEN","UNITED STATES MINUTEMEN","UNITED STATES MINUTEMEN","UNITED STATES MINUTEMEN",46.8233434,-104.6055097
"home for 30 days","home for 30 days","home for 30 days","home for 30 days",,
"SC,RJ e US","SC,RJ e US","SC RJ e US","SC RJ e US",-32.2083744,-58.2189135
"He/Him <U+0001F1EE><U+0001F1F3> <U+262D>","He/Him ","He Him ","He Him",7.016667,8.866667
"Connecticut","Connecticut","Connecticut","Connecticut",41.6500201,-72.7342163
"kyun?","kyun?","kyun ","kyun",39.8248188,72.865267
"Mundo, Europa, España","Mundo, Europa, España","Mundo  Europa  España","Mundo  Europa  España",40.4382689,-3.7921505
"Base 211, Antarctica <U+0001F1E6><U+0001F1F6>","Base 211, Antarctica ","Base 211  Antarctica ","Base 211  Antarctica",-77.8465113,166.7580437
"In your head","In your head","In your head","In your head",-32.8423477,151.447883
"Shadowbannia","Shadowbannia","Shadowbannia","Shadowbannia",,
"Rockville, IN","Rockville, IN","Rockville  IN","Rockville  IN",39.7625404,-87.2291809
"Peronia (pero soy Argentino)","Peronia (pero soy Argentino)","Peronia  pero soy Argentino ","Peronia  pero soy Argentino",,
"Prince of Persia/Pakistan","Prince of Persia/Pakistan","Prince of Persia Pakistan","Prince of Persia Pakistan",,
"Georgia Tech","Georgia Tech","Georgia Tech","Georgia Tech",33.776033,-84.3988408600158
"Vermont, USA","Vermont, USA","Vermont  USA","Vermont  USA",44.5990718,-72.5002608
"OC CA","OC CA","OC CA","OC CA",45.35575775,-75.7812298778986
"Clermont, FL","Clermont, FL","Clermont  FL","Clermont  FL",28.5494447,-81.7728543
"Midwest.. My 40 vine vineyard.","Midwest.. My 40 vine vineyard.","Midwest   My 40 vine vineyard ","Midwest   My 40 vine vineyard",,
"Ottawa","Ottawa","Ottawa","Ottawa",45.421106,-75.690308
"Quincy, FL / Oregon USA","Quincy, FL / Oregon USA","Quincy  FL   Oregon USA","Quincy  FL   Oregon USA",,
"Berlin, Germany","Berlin, Germany","Berlin  Germany","Berlin  Germany",52.5170365,13.3888599
"monteria","monteria","monteria","monteria",8.7558921,-75.887029
"Second Southtown","Second Southtown","Second Southtown","Second Southtown",52.60396,1.72942259920182
"IL<U+0001F355>/CO<U+0001F3C2>/AZ<U+0001F335>/WI<U+0001F9C0>","IL","IL","IL",,
"Truth & Transparency ","Truth & Transparency ","Truth   Transparency ","Truth   Transparency",,
"Euless, Texas","Euless, Texas","Euless  Texas","Euless  Texas",32.8457865,-97.0667142473263
"Greenville, South Carolina","Greenville, South Carolina","Greenville  South Carolina","Greenville  South Carolina",34.851354,-82.3984882
"North Carolina","North Carolina","North Carolina","North Carolina",35.6729639,-79.0392919
"Santiago de Surco, Peru","Santiago de Surco, Peru","Santiago de Surco  Peru","Santiago de Surco  Peru",-12.1251049,-76.9819193843966
"Crystal River, FL","Crystal River, FL","Crystal River  FL","Crystal River  FL",28.902479,-82.5926012
"Mars Vill Jersey","Mars Vill Jersey","Mars Vill Jersey","Mars Vill Jersey",,
"Republic of Texas","Republic of Texas","Republic of Texas","Republic of Texas",30.8214723,-98.7907686
"Knoxville, TN","Knoxville, TN","Knoxville  TN","Knoxville  TN",35.9603948,-83.9210261
"Greenback, TN","Greenback, TN","Greenback  TN","Greenback  TN",35.6611904,-84.1721357
"Sweden","Sweden","Sweden","Sweden",59.6749712,14.5208584
"Sarasota, FL","Sarasota, FL","Sarasota  FL","Sarasota  FL",27.3364347,-82.5306527
"Con DIOS","Con DIOS","Con DIOS","Con DIOS",11.3593039,-73.103087
"West Henrietta, NY","West Henrietta, NY","West Henrietta  NY","West Henrietta  NY",43.0400626,-77.6616685
"Waco, TX","Waco, TX","Waco  TX","Waco  TX",31.549333,-97.1466695
"Southeast Texas","Southeast Texas","Southeast Texas","Southeast Texas",61.7272003,17.1098206
"Maricopa, AZ","Maricopa, AZ","Maricopa  AZ","Maricopa  AZ",33.34883,-112.49123
"Alabama","Alabama","Alabama","Alabama",33.2588817,-86.8295337
"Biafra/Spain/Gambia","Biafra/Spain/Gambia","Biafra Spain Gambia","Biafra Spain Gambia",,
"Deep in the <U+2764><U+FE0F>of Texas","Deep in the of Texas","Deep in the of Texas","Deep in the of Texas",30.944364,-95.323906
"Sun City, AZ","Sun City, AZ","Sun City  AZ","Sun City  AZ",33.6290111,-112.2819337
"Ile-de-France, France","Ile-de-France, France","Ile de France  France","Ile de France  France",48.6443057,2.7537863
"around the world in 365days ","around the  in 365days ","around the  in 365days ","around the  in 365days",,
"Pennsylvania","Pennsylvania","Pennsylvania","Pennsylvania",40.9699889,-77.7278831
"kampala  uganda ","kampala  uganda ","kampala  uganda ","kampala  uganda",0.3177137,32.5813539
"Workers' Paradise of Illinois","Workers' Paradise of Illinois","Workers  Paradise of Illinois","Workers  Paradise of Illinois",,
"Defending Our Kitchens","Defending Our Kitchens","Defending Our Kitchens","Defending Our Kitchens",,
"Queensland, Australia","Queensland, Australia","Queensland  Australia","Queensland  Australia",-22.1646782,144.5844903
"Midwest, Indiana","Midwest, Indiana","Midwest  Indiana","Midwest  Indiana",41.6266627,-87.1725774984077
"tampa bay ","tampa bay ","tampa bay ","tampa bay",27.6886419,-82.5723193
"Twin city area, MN","Twin city area, MN","Twin city area  MN","Twin city area  MN",,
"Milano, Lombardia","Milano, Lombardia","Milano  Lombardia","Milano  Lombardia",45.4668,9.1905
"Villupuram District ","Villupuram District ","Villupuram District ","Villupuram District",11.9398285,79.4945645
